Nationalstrasse;Abschnitt;fid Zahl;fid Text;fid QGIS;Name Bushaltestelle;Landeskoordinate E;Landeskoordinate N;Typ der Bushaltestelle;Bemerkung zum Typ der Bushaltestelle;Bushaltestelle mit Einbuchtung / auf Fahrbahn;"Ausrüstung
der Haltestelle";Bemerkungen;Lmin TOT;Lmin ZAP;Bmin ZAP;hmin ZAP;Lmin ZAR;Bmin ZAR;hmin ZAR;Lmin ZDE;Bmin ZDE;hmin ZDE;pmax Rampen;pmax Querrichtung;Hindernisse;Bemerkung zum Hindernis;Markierung Taktilo-Visuel;Markierung Haltekante;BehiGe-Konform;Anpassung an BehiGe verhältnismässig;Filiale
N13;20;394;394;394-N;Medels im Rheinwald, Abzw.;2742462;1156522;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N13;20;395;395;395;Splügen, Bergbahnen;2744359;1157179;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;Haltebucht im Kreisel;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N13;20;396;396;396-S;Sufers, Underem Dorf;2747918;1159358;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht mit Unterstand;Passroutehaltestelle;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N13;20;396;396;396-N;Sufers, Underem Dorf;2747918;1159358;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht mit Unterstand;Passroutehaltestelle;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;422;422;422-SW;Silvaplana, Lej Tscheppa;2780230;1148395;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;Passroutehaltestelle;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;422;422;422-NO;Silvaplana, Lej Tscheppa;2780230;1148395;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;Passroutehaltestelle;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;421;421;421;Silvaplana, Alp Güglia;2776990;1149399;Sonst;Passroutehaltestelle;auf Fahrbahn;Halteschlaufe für beide Richtungen;Haltestelle auf Parkplatz;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;420;420;420;Bivio, Las Colonnas/Passhöhe;2775665;1149281;Sonst;Passroutehaltestelle;auf Fahrbahn;Halteschlaufe für beide Richtungen;Haltestelle auf Parkplatz;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;419;419;419-O;Julier, La Veduta;2775053;1149082;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;419;419;419-W;Julier, La Veduta;2775053;1149082;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;418;418;418-O;Bivio, Suracqua;2772512;1148232;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;Tafel auf Ostseite, keine auf Westseite;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;418;418;418-W;Bivio, Suracqua;2772512;1148232;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;Tafel auf Ostseite, keine auf Westseite;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;417;417;417;Bivio, posta;2769800;1148910;Sonst;Passroutehaltestelle;auf Fahrbahn;Halteschlaufe für beide Richtungen;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;nein;F5
N29;8;416;416;416;Bivio, Stalvedro;2769148;1150225;Sonst;Passroutehaltestelle;mit Einbuchtung;Halteschlaufe für beide Richtungen;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;415;415;415;Marmorera, vischnanca;2769171;1151903;Sonst;Passroutehaltestelle;mit Einbuchtung;Halteschlaufe für beide Richtungen;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;414;414;414-O;Marmorera, rampar/Staudamm;2768500;1153375;Sonst;Passroutehaltestelle;auf Fahrbahn;Haltekante;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;414;414;414-W;Marmorera, rampar/Staudamm;2768500;1153375;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;413;413;413-NO;Marmorera, Scalotta;2768156;1153684;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht mit Unterstand;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;413;413;413-SW;Marmorera, Scalotta;2768156;1153684;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;412;412;412-NW;Mulegns, vischnanca;2767413;1154804;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;;<12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;>6%;>2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;412;412;412-SO;Mulegns, vischnanca;2767413;1154804;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;;<12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;>6%;>2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;8;411;411;411;Rona, vischnanca;2767602;1158937;Sonst;;mit Einbuchtung;Halteschlaufe für beide Richtungen mit Unterstand;Randstein und Taktilo könnte gemacht werden.;<12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;4;410;410;410-SO;Tinizong, Vardaval;2767454;1160555;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;ja;F5
N29;4;410;410;410-NW;Tinizong, Vardaval;2767454;1160555;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;ja;F5
N29;4;409;409;409;Tinizong, Curtinatsch;2767091;1161254;Sonst;;mit Einbuchtung;Halteschlaufe für beide Richtungen;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;4;408;408;408;Tinizong, Tga Communala;2766917;1161427;Sonst;;mit Einbuchtung;Halteschlaufe für beide Richtungen;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F5
N29;4;407;407;407-NO;Tinizong, Cadras;2766648;1161682;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥12m;≥2.4m;≥1.2m;<16cm;<5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;4;407;407;407-SW;Tinizong, Cadras;2766648;1161682;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden.;≥12m;≥2.4m;≥1.2m;<16cm;<5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;4;406;406;406;Savognin, posta;2765672;1162755;Sonst;;mit Einbuchtung;Halteschlaufe für beide Richtungen;"Randstein und Taktilo könnte gemacht werden.
Gesamtgestalltung des Busbereiches";≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;4;405;405;405-NO;Savognin, Cresta;2765283;1163059;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;4;405;405;405-SW;Savognin, Cresta;2765283;1163059;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;4;404;404;404;Cunter, vischnanca;2764925;1164047;Sonst;;mit Einbuchtung;Halteschlaufe für beide Richtungen mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;4;403;403;403-SO;Cunter, Dafora;2764913;1164333;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;4;403;403;403-NW;Cunter, Dafora;2764913;1164333;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;4;402;402;402-NO;Cunter, Burvagn;2764699;1165785;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;nein;F5
N29;4;402;402;402-SW;Cunter, Burvagn;2764699;1165785;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;nein;F5
N29;0;401;401;401-O;Tiefencastel, vischnanca;2763672;1170154;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;0;401;401;401-W;Tiefencastel, vischnanca;2763672;1170154;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;0;400;400;400;Tiefencastel, staziun;2763256;1170315;Sonst;;mit Einbuchtung;Halteschlaufe für beide Richtungen mit Unterstand;"Randstein und Taktilo könnte gemacht werden.
Gesamtgestalltung des Busbereiches";≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N29;0;399;399;399-S;Alvaschein, Solisbrücke;2760016;1171868;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;Kein VDS. Neben N29;≥12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;>6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N29;0;399;399;399-N;Alvaschein, Solisbrücke;2760016;1171868;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;Kein VDS. Neben N29;≥12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;<6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
N28;1;398;398;398-S;Serneus, Mezzaselva;2783254;1196434;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;einseitig zugänglich;nein;keine;nein;nein;F5
N28;1;398;398;398-N;Serneus, Mezzaselva;2783254;1196434;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;einseitig zugänglich;nein;keine;nein;nein;F5
N28;1;398;398;398-S;Serneus, Pagrüeg;2782519;1197190;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;Zugänglichkeit;nein;keine;nein;nein;F5
N28;1;398;398;398-N;Serneus, Pagrüeg;2782519;1197190;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;einseitig zugänglich;nein;keine;nein;nein;F5
